Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
Weighted A*,Sydney_1_1024.map,946,13486,1,0,118.11529801343568,3371.0
Chance-Constrained A*,Sydney_1_1024.map,0,4194305,0,0,114340.89665699868,0.0
CVaR A*,Sydney_1_1024.map,0,4194305,0,0,118570.57458302006,0.0
Risk-Penalized A*,Sydney_1_1024.map,816,40671,1,0,586.7721539980266,5.0
Risk-Penalized Dijkstra,Sydney_1_1024.map,816,664590,1,0,10406.182740989609,5.0
Risk-Penalized Greedy,Sydney_1_1024.map,1148,4269,1,0,35.02991099958308,397.0
BFS,Sydney_1_1024.map,812,661698,1,0,6558.462090993999,1153.0
DFS,Sydney_1_1024.map,101284,651908,1,0,4690.169743000297,46690.0
Dijkstra,Sydney_1_1024.map,812,661696,1,0,10912.55632499815,1542.0
Greedy,Sydney_1_1024.map,1130,4001,1,0,68.18366100196727,6410.0
ZEN,Moscow_2_256.map,315,10580,1,0,93.91971401055343,152.0
A*,Moscow_2_256.map,315,11635,1,0,150.0041680119466,1214.0
Weighted A*,Moscow_2_256.map,351,1071,1,0,17.815516010159627,1511.0
Chance-Constrained A*,Moscow_2_256.map,0,262145,0,0,5349.985976004973,0.0
CVaR A*,Moscow_2_256.map,0,262145,0,0,5812.685001001228,0.0
Risk-Penalized A*,Moscow_2_256.map,331,13104,1,0,110.05649299477228,3.0
Risk-Penalized Dijkstra,Moscow_2_256.map,331,44251,1,0,351.6325990203768,3.0
Risk-Penalized Greedy,Moscow_2_256.map,391,598,1,0,3.905969992047176,417.0
BFS,Moscow_2_256.map,315,44683,1,0,165.9600290004164,1602.0
DFS,Moscow_2_256.map,3645,43794,1,0,184.6727770171128,8963.0
Dijkstra,Moscow_2_256.map,315,44556,1,0,292.8376769996248,1322.0
Greedy,Moscow_2_256.map,385,495,1,0,5.127911979798228,1901.0
ZEN,London_1_1024.map,1280,72858,1,0,1038.7667609902564,1247.0
A*,London_1_1024.map,1280,113688,1,0,887.8678689943627,4558.0
Weighted A*,London_1_1024.map,1394,22018,1,0,215.40428401203823,5869.0
Chance-Constrained A*,London_1_1024.map,0,4194305,0,0,154705.12548400438,0.0
CVaR A*,London_1_1024.map,0,4194305,0,0,120837.1777489956,0.0
Risk-Penalized A*,London_1_1024.map,1300,118982,1,0,1135.7464170141611,6.0
Risk-Penalized Dijkstra,London_1_1024.map,1300,702213,1,0,7833.216104016174,6.0
Risk-Penalized Greedy,London_1_1024.map,1454,1847,1,0,18.74838699586689,965.0
BFS,London_1_1024.map,1280,705840,1,0,4147.937485977309,4558.0
DFS,London_1_1024.map,38044,489924,1,0,2338.1993109942414,44985.0
Dijkstra,London_1_1024.map,1280,705153,1,0,6619.52096701134,4558.0
Greedy,London_1_1024.map,1476,1722,1,0,15.16894798260182,6799.0
ZEN,Moscow_0_512.map,466,36145,1,0,324.7722130035981,219.0
A*,Moscow_0_512.map,466,36418,1,0,256.9038969813846,1752.0
Weighted A*,Moscow_0_512.map,502,9160,1,0,66.41973298974335,1771.0
Chance-Constrained A*,Moscow_0_512.map,0,1048577,0,0,17636.02860100218,0.0
CVaR A*,Moscow_0_512.map,0,1048577,0,0,21026.729056990007,0.0
Risk-Penalized A*,Moscow_0_512.map,474,38163,1,0,376.204485015478,4.0
Risk-Penalized Dijkstra,Moscow_0_512.map,474,184045,1,0,1975.1232379931023,4.0
Risk-Penalized Greedy,Moscow_0_512.map,726,7016,1,0,46.80776200257242,297.0
BFS,Moscow_0_512.map,466,184266,1,0,789.6063569933176,1487.0
DFS,Moscow_0_512.map,15154,122964,1,0,535.7418269850314,23722.0
Dijkstra,Moscow_0_512.map,466,184165,1,0,1743.1625289900694,1752.0
Greedy,Moscow_0_512.map,724,6880,1,0,42.403391998959705,3134.0
ZEN,Denver_2_1024.map,1284,18147,1,0,521.0756019805558,0.0
A*,Denver_2_1024.map,1284,259679,1,0,2553.623671992682,2124.0
Weighted A*,Denver_2_1024.map,1388,18878,1,0,244.22514901380052,3602.0
Chance-Constrained A*,Denver_2_1024.map,0,4194305,0,0,103444.42124199122,0.0
CVaR A*,Denver_2_1024.map,0,4194305,0,0,127908.47292399847,0.0
Risk-Penalized A*,Denver_2_1024.map,1284,248482,1,0,2673.092036973685,0.0
Risk-Penalized Dijkstra,Denver_2_1024.map,1284,747032,1,0,8544.193989015184,0.0
Risk-Penalized Greedy,Denver_2_1024.map,1592,8975,1,0,71.63111100089736,140.0
BFS,Denver_2_1024.map,1284,747455,1,0,4131.8470730038825,2124.0
DFS,Denver_2_1024.map,126976,521073,1,0,2501.697643980151,30903.0
Dijkstra,Denver_2_1024.map,1284,747208,1,0,8178.800463996595,2124.0
Greedy,Denver_2_1024.map,1584,8517,1,0,55.79704800038599,5237.0
ZEN,NewYork_2_1024.map,1215,1565,1,0,30.721231014467776,0.0
A*,NewYork_2_1024.map,1215,135702,1,0,1189.8986369778868,3811.0
Weighted A*,NewYork_2_1024.map,1233,1530,1,0,15.686219005146995,3872.0
Chance-Constrained A*,NewYork_2_1024.map,0,4194305,0,0,129425.21140299505,0.0
CVaR A*,NewYork_2_1024.map,0,4194305,0,0,190738.14873900847,0.0
Risk-Penalized A*,NewYork_2_1024.map,1215,131926,1,0,1275.8688110043297,0.0
Risk-Penalized Dijkstra,NewYork_2_1024.map,1215,661325,1,0,7287.561224016827,0.0
Risk-Penalized Greedy,NewYork_2_1024.map,1261,1261,1,0,12.783426995156333,214.0
BFS,NewYork_2_1024.map,1215,675611,1,0,3171.6149100102484,3811.0
DFS,NewYork_2_1024.map,62663,179072,1,0,609.5210899948142,33905.0
Dijkstra,NewYork_2_1024.map,1215,674229,1,0,6015.810837998288,3811.0
Greedy,NewYork_2_1024.map,1273,1275,1,0,10.55918200290762,4513.0
ZEN,Berlin_1_256.map,283,3615,1,0,36.76226999959909,198.0
A*,Berlin_1_256.map,283,5084,1,0,38.79212701576762,785.0
Weighted A*,Berlin_1_256.map,299,598,1,0,5.228310008533299,678.0
Chance-Constrained A*,Berlin_1_256.map,0,262145,0,0,4369.584732019575,0.0
CVaR A*,Berlin_1_256.map,0,262145,0,0,4367.158284003381,0.0
Risk-Penalized A*,Berlin_1_256.map,297,8065,1,0,60.774600016884506,5.0
Risk-Penalized Dijkstra,Berlin_1_256.map,297,45448,1,0,347.4623590009287,5.0
Risk-Penalized Greedy,Berlin_1_256.map,317,1384,1,0,10.099270002683625,217.0
BFS,Berlin_1_256.map,283,46122,1,0,164.32744901976548,1297.0
DFS,Berlin_1_256.map,5851,36207,1,0,103.23189600603656,13141.0
Dijkstra,Berlin_1_256.map,283,46120,1,0,268.79498301423155,785.0
Greedy,Berlin_1_256.map,319,347,1,0,2.6588969922158867,1218.0
ZEN,Denver_1_256.map,278,319,1,0,4.16288900305517,0.0
A*,Denver_1_256.map,278,13058,1,0,84.04264601995237,1156.0
Weighted A*,Denver_1_256.map,280,375,1,0,2.8797950071748346,1219.0
Chance-Constrained A*,Denver_1_256.map,0,262145,0,0,4014.674381003715,0.0
CVaR A*,Denver_1_256.map,0,262145,0,0,4292.060177976964,0.0
Risk-Penalized A*,Denver_1_256.map,278,12140,1,0,94.94856800301932,0.0
Risk-Penalized Dijkstra,Denver_1_256.map,278,44897,1,0,326.8228329834528,0.0
Risk-Penalized Greedy,Denver_1_256.map,292,307,1,0,2.50254399725236,85.0
BFS,Denver_1_256.map,278,45116,1,0,154.07132901600562,1156.0
DFS,Denver_1_256.map,7440,41791,1,0,128.93836598959751,3961.0
Dijkstra,Denver_1_256.map,278,45049,1,0,264.2259150161408,1156.0
Greedy,Denver_1_256.map,280,283,1,0,2.1541750174947083,541.0
ZEN,Denver_0_1024.map,1078,139591,1,0,1887.2049860074185,0.0
A*,Denver_0_1024.map,1078,147215,1,0,1409.5340110070538,2853.0
Weighted A*,Denver_0_1024.map,1096,14036,1,0,188.7584229989443,2760.0
Chance-Constrained A*,Denver_0_1024.map,0,4194305,0,0,215423.3839750232,0.0
CVaR A*,Denver_0_1024.map,0,4194305,0,0,369609.3290250283,0.0
Risk-Penalized A*,Denver_0_1024.map,1078,139591,1,0,2025.631835014792,0.0
Risk-Penalized Dijkstra,Denver_0_1024.map,1078,720371,1,0,8067.237392999232,0.0
Risk-Penalized Greedy,Denver_0_1024.map,1524,26565,1,0,212.841444008518,74.0
BFS,Denver_0_1024.map,1078,720758,1,0,3612.0430229930207,1596.0
DFS,Denver_0_1024.map,60106,723877,1,0,3426.96756098303,21587.0
Dijkstra,Denver_0_1024.map,1078,720591,1,0,6524.367070000153,2853.0
Greedy,Denver_0_1024.map,1516,26237,1,0,190.44434401439503,3794.0
ZEN,Paris_0_512.map,598,20558,1,0,550.1203069870826,40.0
A*,Paris_0_512.map,598,28189,1,0,320.5626890121493,2414.0
Weighted A*,Paris_0_512.map,606,675,1,0,6.830647005699575,2119.0
Chance-Constrained A*,Paris_0_512.map,0,1048577,0,0,21273.07637699414,0.0
CVaR A*,Paris_0_512.map,0,1048577,0,0,21749.79848298244,0.0
Risk-Penalized A*,Paris_0_512.map,602,21882,1,0,236.20258099981584,0.0
Risk-Penalized Dijkstra,Paris_0_512.map,602,175690,1,0,1628.091279999353,0.0
Risk-Penalized Greedy,Paris_0_512.map,624,654,1,0,6.743432022631168,130.0
BFS,Paris_0_512.map,598,179565,1,0,727.2343350050505,1639.0
DFS,Paris_0_512.map,45890,150441,1,0,440.3554020100273,40930.0
Dijkstra,Paris_0_512.map,598,179319,1,0,1339.9872590089217,2414.0
Greedy,Paris_0_512.map,612,630,1,0,5.633793014567345,2205.0
ZEN,Moscow_2_1024.map,981,60443,1,0,1481.608097004937,0.0
A*,Moscow_2_1024.map,981,74014,1,0,1000.375438015908,2388.0
Weighted A*,Moscow_2_1024.map,1129,3706,1,0,82.12979498784989,4623.0
Chance-Constrained A*,Moscow_2_1024.map,0,4194305,0,0,131550.2039459825,0.0
CVaR A*,Moscow_2_1024.map,0,4194305,0,0,118671.77198300487,0.0
Risk-Penalized A*,Moscow_2_1024.map,981,60443,1,0,553.2730680133682,0.0
Risk-Penalized Dijkstra,Moscow_2_1024.map,981,684916,1,0,7483.232126018265,0.0
Risk-Penalized Greedy,Moscow_2_1024.map,1197,1683,1,0,16.40633898205124,457.0
BFS,Moscow_2_1024.map,981,691601,1,0,3871.361923025688,2944.0
DFS,Moscow_2_1024.map,113355,596120,1,0,2956.555557000684,59847.0
Dijkstra,Moscow_2_1024.map,981,691334,1,0,6570.079047000036,2388.0
Greedy,Moscow_2_1024.map,1193,1597,1,0,13.032813993049784,5947.0
ZEN,Moscow_1_512.map,690,3098,1,0,42.04611000022851,0.0
A*,Moscow_1_512.map,690,43989,1,0,326.50239299982786,3283.0
Weighted A*,Moscow_1_512.map,698,7167,1,0,67.39344698144123,3364.0
Chance-Constrained A*,Moscow_1_512.map,0,1048577,0,0,22889.547958009643,0.0
CVaR A*,Moscow_1_512.map,0,1048577,0,0,19760.79144500545,0.0
Risk-Penalized A*,Moscow_1_512.map,690,36845,1,0,344.3567889917176,0.0
Risk-Penalized Dijkstra,Moscow_1_512.map,690,190637,1,0,1826.8677719752304,0.0
Risk-Penalized Greedy,Moscow_1_512.map,1006,7185,1,0,55.084571009501815,903.0
BFS,Moscow_1_512.map,690,195899,1,0,815.5639979813714,3283.0
DFS,Moscow_1_512.map,14040,95007,1,0,345.1592019991949,10741.0
Dijkstra,Moscow_1_512.map,690,195870,1,0,1435.284437000519,3283.0
Greedy,Moscow_1_512.map,994,6901,1,0,46.31676099961624,4671.0
ZEN,Berlin_0_1024.map,1377,225689,1,0,5012.885759002529,676.0
A*,Berlin_0_1024.map,1377,225936,1,0,2156.9745609886013,1766.0
Weighted A*,Berlin_0_1024.map,1429,11915,1,0,100.46220899675971,2665.0
Chance-Constrained A*,Berlin_0_1024.map,0,4194305,0,0,119420.7250670006,0.0
CVaR A*,Berlin_0_1024.map,0,4194305,0,0,183830.44436498312,0.0
Risk-Penalized A*,Berlin_0_1024.map,1381,227225,1,0,2603.686733986251,0.0
Risk-Penalized Dijkstra,Berlin_0_1024.map,1381,697514,1,0,7526.919191004708,0.0
Risk-Penalized Greedy,Berlin_0_1024.map,1431,2136,1,0,21.629384020343423,263.0
BFS,Berlin_0_1024.map,1377,697595,1,0,3673.976659978507,2197.0
DFS,Berlin_0_1024.map,81863,479100,1,0,2001.4324799994936,28602.0
Dijkstra,Berlin_0_1024.map,1377,697039,1,0,6201.135176001117,1443.0
Greedy,Berlin_0_1024.map,1429,1951,1,0,19.462158001260832,2665.0
ZEN,Shanghai_1_1024.map,1041,72018,1,0,720.3233370091766,0.0
A*,Shanghai_1_1024.map,1041,79330,1,0,673.7133019778412,2110.0
Weighted A*,Shanghai_1_1024.map,1093,3034,1,0,30.873430980136614,2891.0
Chance-Constrained A*,Shanghai_1_1024.map,0,4194305,0,0,163021.87675598543,0.0
CVaR A*,Shanghai_1_1024.map,0,4194305,0,0,123452.96921100817,0.0
Risk-Penalized A*,Shanghai_1_1024.map,1041,72018,1,0,735.2547220070846,0.0
Risk-Penalized Dijkstra,Shanghai_1_1024.map,1041,747074,1,0,8181.211455987068,0.0
Risk-Penalized Greedy,Shanghai_1_1024.map,1209,3249,1,0,28.434862004360184,210.0
BFS,Shanghai_1_1024.map,1041,747284,1,0,3625.109214015538,4354.0
DFS,Shanghai_1_1024.map,139917,535526,1,0,2219.656348985154,58787.0
Dijkstra,Shanghai_1_1024.map,1041,747272,1,0,7891.111648001242,2110.0
Greedy,Shanghai_1_1024.map,1209,3173,1,0,25.486373022431508,4779.0
ZEN,Shanghai_2_512.map,636,51125,1,0,513.3652600052301,2.0
A*,Shanghai_2_512.map,636,57327,1,0,475.7086219906341,1555.0
Weighted A*,Shanghai_2_512.map,694,12310,1,0,130.5889260256663,1703.0
Chance-Constrained A*,Shanghai_2_512.map,0,1048577,0,0,21374.99367300188,0.0
CVaR A*,Shanghai_2_512.map,0,1048577,0,0,28983.8489649992,0.0
Risk-Penalized A*,Shanghai_2_512.map,636,50251,1,0,537.1847950154915,2.0
Risk-Penalized Dijkstra,Shanghai_2_512.map,636,190845,1,0,1928.3637430053204,2.0
Risk-Penalized Greedy,Shanghai_2_512.map,832,7656,1,0,107.70062200026588,48.0
BFS,Shanghai_2_512.map,636,191376,1,0,1554.5702790259384,3322.0
DFS,Shanghai_2_512.map,22292,142823,1,0,543.2916019926779,25741.0
Dijkstra,Shanghai_2_512.map,636,191234,1,0,2481.91029499867,1555.0
Greedy,Shanghai_2_512.map,852,7504,1,0,70.0163469882682,2313.0
ZEN,Boston_2_256.map,289,11854,1,0,153.19397900020704,13.0
A*,Boston_2_256.map,289,12246,1,0,78.9654039836023,485.0
Weighted A*,Boston_2_256.map,303,433,1,0,4.161570017458871,503.0
Chance-Constrained A*,Boston_2_256.map,0,262145,0,0,4198.809288005577,0.0
CVaR A*,Boston_2_256.map,0,262145,0,0,4851.563842996256,0.0
Risk-Penalized A*,Boston_2_256.map,289,13412,1,0,115.38156200549564,13.0
Risk-Penalized Dijkstra,Boston_2_256.map,289,45815,1,0,377.1882340079173,13.0
Risk-Penalized Greedy,Boston_2_256.map,305,324,1,0,3.285165992565453,88.0
BFS,Boston_2_256.map,289,45464,1,0,174.70422200858593,485.0
DFS,Boston_2_256.map,2571,6198,1,0,13.668739004060626,4746.0
Dijkstra,Boston_2_256.map,289,45401,1,0,296.5035719971638,485.0
Greedy,Boston_2_256.map,303,309,1,0,2.271609992021695,503.0
ZEN,Boston_0_1024.map,1658,190974,1,0,4140.586277993862,2041.0
A*,Boston_0_1024.map,1658,199241,1,0,1765.5139099806547,6143.0
Weighted A*,Boston_0_1024.map,1730,39910,1,0,331.04583399835974,6247.0
Chance-Constrained A*,Boston_0_1024.map,0,4194305,0,0,112762.55684500212,0.0
CVaR A*,Boston_0_1024.map,0,4194305,0,0,111943.78705500276,0.0
Risk-Penalized A*,Boston_0_1024.map,1682,213843,1,0,2569.583906995831,0.0
Risk-Penalized Dijkstra,Boston_0_1024.map,1682,790623,1,0,8571.713715005899,0.0
Risk-Penalized Greedy,Boston_0_1024.map,2236,14359,1,0,110.0224549882114,2151.0
BFS,Boston_0_1024.map,1658,790001,1,0,3600.2966339874547,5372.0
DFS,Boston_0_1024.map,48694,371789,1,0,1553.3357259992044,43820.0
Dijkstra,Boston_0_1024.map,1658,789898,1,0,6942.58154698764,6143.0
Greedy,Boston_0_1024.map,2284,13795,1,0,97.557126020547,11766.0
ZEN,Berlin_0_512.map,741,36035,1,0,337.9934830009006,0.0
A*,Berlin_0_512.map,741,40679,1,0,307.59836299694143,2811.0
Weighted A*,Berlin_0_512.map,781,6256,1,0,60.29011501232162,2867.0
Chance-Constrained A*,Berlin_0_512.map,0,1048577,0,0,18271.11365602468,0.0
CVaR A*,Berlin_0_512.map,0,1048577,0,0,20924.85510802362,0.0
Risk-Penalized A*,Berlin_0_512.map,741,36249,1,0,328.1737180077471,0.0
Risk-Penalized Dijkstra,Berlin_0_512.map,741,173106,1,0,1706.2332379864529,0.0
Risk-Penalized Greedy,Berlin_0_512.map,1115,4247,1,0,34.649117005756125,556.0
BFS,Berlin_0_512.map,741,174025,1,0,791.8951050087344,2123.0
DFS,Berlin_0_512.map,9263,132993,1,0,501.5912119997665,9098.0
Dijkstra,Berlin_0_512.map,741,173815,1,0,1344.676910986891,2811.0
Greedy,Berlin_0_512.map,1157,3911,1,0,25.75068300939165,6250.0
ZEN,Milan_1_256.map,315,773,1,0,10.717609984567387,8.0
A*,Milan_1_256.map,315,17999,1,0,126.52990900096484,454.0
Weighted A*,Milan_1_256.map,323,348,1,0,3.1197800126392394,618.0
Chance-Constrained A*,Milan_1_256.map,0,262145,0,0,4066.085102007492,0.0
CVaR A*,Milan_1_256.map,0,262145,0,0,4665.213505009888,0.0
Risk-Penalized A*,Milan_1_256.map,315,12986,1,0,124.88766902242789,8.0
Risk-Penalized Dijkstra,Milan_1_256.map,315,42964,1,0,551.8491700058803,8.0
